
===== Simulation  =====
Time 0
Waiting clients: (120,10,8); (203,10,3); (285,10,3); (330,10,3); (393,10,3); (643,10,6); (655,10,3); (707,10,4); (708,10,8); (794,10,4); (938,10,9); (990,10,8); (112,11,9); (162,11,9); (254,11,5); (281,11,6); (294,11,5); (305,11,7); (354,11,6); (671,11,9); (899,11,3); (954,11,8); (118,12,5); (276,12,5); (388,12,6); (415,12,5); (460,12,6); (521,12,4); (523,12,7); (698,12,8); (753,12,8); (847,12,5); (968,12,4); (25,13,9); (72,13,5); (90,13,3); (197,13,3); (228,13,5); (255,13,3); (322,13,3); (367,13,4); (389,13,4); (437,13,3); (450,13,8); (479,13,8); (560,13,8); (771,13,6); (92,14,6); (93,14,8); (240,14,4); (501,14,8); (542,14,6); (670,14,9); (734,14,4); (776,14,6); (823,14,8); (108,15,3); (314,15,4); (318,15,4); (379,15,4); (409,15,4); (504,15,8); (879,15,5); (891,15,5); (106,16,9); (208,16,6); (439,16,7); (441,16,5); (458,16,8); (497,16,4); (742,16,3); (832,16,7); (855,16,8); (909,16,7); (921,16,8); (158,17,7); (174,17,4); (230,17,7); (262,17,6); (357,17,5); (419,17,9); (515,17,7); (750,17,3); (902,17,9); (907,17,4); (953,17,6); (52,18,6); (132,18,4); (252,18,5); (279,18,8); (351,18,7); (383,18,8); (631,18,3); (799,18,3); (803,18,5); (812,18,8); (959,18,5); (125,19,6); (142,19,8); (190,19,8); (331,19,9); (334,19,6); (338,19,7); (371,19,5); (464,19,7); (519,19,7); (686,19,3); (741,19,3); (774,19,3); (811,19,3); (114,20,3); (361,20,7); (924,20,9); (945,20,9); (999,20,4); (24,21,7); (99,21,8); (220,21,9); (321,21,9); (346,21,6); (352,21,5); (377,21,3); (432,21,4); (447,21,9); (451,21,9); (482,21,5); (612,21,3); (628,21,6); (641,21,3); (644,21,4); (685,21,8); (827,21,5); (912,21,4); (972,21,3); (67,22,8); (170,22,5); (195,22,4); (332,22,6); (353,22,7); (370,22,4); (461,22,7); (578,22,9); (614,22,8); (702,22,6); (817,22,8); (870,22,4); (961,22,3); (6,23,4); (75,23,7); (113,23,5); (133,23,7); (137,23,8); (229,23,7); (571,23,6); (680,23,5); (699,23,4); (712,23,5); (760,23,6); (935,23,8); (977,23,4); (70,24,4); (82,24,7); (146,24,4); (177,24,3); (186,24,5); (202,24,9); (263,24,5); (435,24,7); (452,24,7); (459,24,8); (513,24,9); (652,24,9); (802,24,3); (864,24,8); (955,24,3); (199,25,8); (247,25,6); (487,25,3); (820,25,5); (97,26,5); (136,26,4); (227,26,9); (359,26,6); (518,26,3); (553,26,5); (555,26,6); (975,26,9); (455,27,6); (632,27,3); (646,27,5); (717,27,7); (951,27,7); (14,28,5); (102,28,5); (219,28,3); (344,28,8); (480,28,8); (499,28,4); (537,28,6); (581,28,4); (661,28,4); (690,28,6); (759,28,4); (798,28,7); (804,28,3); (888,28,4); (126,29,6); (216,29,4); (310,29,5); (696,29,4); (719,29,4); (726,29,9); (739,29,7); (860,29,5); (869,29,5); (884,29,9); (897,29,9); (915,29,4); (13,30,7); (88,30,5); (127,30,8); (218,30,4); (270,30,8); (323,30,5); (396,30,8); (430,30,3); (507,30,7); (511,30,6); (549,30,6); (597,30,6); (620,30,4); (709,30,7); (941,30,3); (973,30,9); (2,31,7); (21,31,5); (54,31,8); (140,31,6); (176,31,7); (238,31,6); (275,31,4); (651,31,8); (813,31,8); (32,32,8); (62,32,8); (212,32,6); (271,32,9); (317,32,6); (369,32,7); (512,32,4); (552,32,4); (577,32,7); (851,32,7); (3,33,3); (11,33,4); (206,33,7); (243,33,7); (326,33,8); (446,33,7); (470,33,9); (492,33,7); (496,33,8); (767,33,4); (872,33,8); (966,33,6); (22,34,3); (69,34,7); (408,34,4); (426,34,5); (440,34,8); (476,34,3); (529,34,7); (536,34,4); (579,34,3); (687,34,6); (710,34,5); (910,34,4); (42,35,4); (53,35,3); (324,35,7); (327,35,6); (421,35,8); (438,35,3); (472,35,4); (634,35,8); (638,35,9); (657,35,9); (763,35,6); (980,35,6); (101,36,7); (148,36,8); (151,36,9); (417,36,7); (489,36,3); (601,36,5); (656,36,7); (749,36,8); (757,36,7); (822,36,5); (857,36,4); (971,36,6); (33,37,6); (278,37,8); (296,37,8); (309,37,9); (642,37,5); (674,37,5); (801,37,4); (34,38,8); (213,38,8); (360,38,9); (530,38,5); (629,38,3); (878,38,5); (903,38,6); (908,38,6); (974,38,8); (171,39,9); (259,39,5); (300,39,4); (347,39,7); (488,39,6); (583,39,7); (627,39,8); (752,39,9); (885,39,6); (60,40,4); (111,40,4); (115,40,6); (119,40,7); (217,40,8); (295,40,6); (403,40,8); (412,40,6); (442,40,8); (443,40,7); (463,40,6); (522,40,9); (610,40,5); (681,40,8); (882,40,5); (911,40,8); (943,40,8); (28,41,8); (89,41,6); (139,41,3); (204,41,8); (342,41,7); (593,41,5); (723,41,8); (756,41,7); (761,41,7); (783,41,4); (797,41,7); (831,41,3); (928,41,7); (965,41,4); (982,41,8); (29,42,4); (47,42,8); (180,42,6); (245,42,7); (778,42,6); (837,42,7); (967,42,7); (970,42,7); (4,43,5); (181,43,7); (301,43,5); (302,43,6); (303,43,9); (313,43,4); (580,43,4); (724,43,8); (35,44,9); (233,44,8); (235,44,7); (241,44,5); (257,44,5); (286,44,5); (410,44,6); (551,44,9); (590,44,7); (605,44,5); (654,44,7); (697,44,3); (703,44,4); (796,44,5); (839,44,8); (862,44,3); (900,44,4); (58,45,9); (94,45,9); (109,45,6); (124,45,3); (172,45,9); (288,45,4); (339,45,8); (386,45,6); (413,45,7); (465,45,3); (528,45,7); (531,45,3); (576,45,7); (835,45,4); (867,45,8); (221,46,6); (267,46,7); (355,46,5); (618,46,3); (678,46,9); (737,46,7); (868,46,6); (940,46,5); (175,47,9); (606,47,4); (727,47,4); (787,47,3); (807,47,6); (843,47,6); (852,47,7); (901,47,7); (989,47,3); (80,48,7); (173,48,4); (258,48,9); (304,48,7); (337,48,4); (341,48,5); (405,48,9); (467,48,6); (478,48,7); (582,48,8); (599,48,3); (649,48,8); (826,48,8); (922,48,8); (211,49,5); (715,49,3); (875,49,4); (898,49,5); (31,50,6); (292,50,6); (343,50,3); (448,50,8); (728,50,5); (735,50,8); (766,50,9); (833,50,8); (131,51,8); (178,51,3); (188,51,6); (366,51,7); (574,51,9); (721,51,4); (809,51,5); (810,51,6); (818,51,7); (825,51,5); (926,51,7); (996,51,9); (23,52,9); (30,52,4); (98,52,9); (129,52,6); (193,52,8); (340,52,7); (387,52,7); (664,52,8); (793,52,6); (232,53,4); (401,53,3); (425,53,5); (484,53,4); (493,53,8); (591,53,6); (647,53,4); (691,53,8); (738,53,3); (936,53,7); (969,53,7); (185,54,8); (198,54,7); (260,54,6); (665,54,7); (773,54,7); (777,54,8); (956,54,4); (50,55,4); (84,55,5); (166,55,4); (237,55,9); (468,55,7); (548,55,4); (570,55,9); (645,55,7); (755,55,5); (892,55,7); (893,55,8); (946,55,5); (994,55,3); (26,56,6); (121,56,8); (272,56,9); (411,56,3); (561,56,7); (834,56,5); (10,57,3); (144,57,6); (280,57,8); (349,57,6); (375,57,3); (399,57,5); (445,57,9); (466,57,6); (740,57,7); (1,58,8); (184,58,6); (239,58,9); (481,58,9); (502,58,3); (609,58,4); (617,58,9); (636,58,5); (668,58,8); (705,58,8); (806,58,7); (886,58,9); (36,59,6); (374,59,4); (454,59,9); (538,59,6); (751,59,4); (780,59,7); (791,59,3); (844,59,6); (985,59,5); (16,60,6); (156,60,4); (157,60,6); (429,60,5); (469,60,3); (545,60,3); (563,60,5); (744,60,6); (770,60,7); (854,60,3); (877,60,6); (883,60,5); (937,60,6); (107,61,6); (433,61,3); (640,61,3); (781,61,8); (819,61,3); (830,61,5); (840,61,7); (871,61,4); (939,61,6); (957,61,8); (40,62,8); (116,62,5); (163,62,8); (274,62,7); (358,62,8); (557,62,5); (677,62,4); (725,62,5); (828,62,8); (51,63,9); (110,63,3); (169,63,8); (205,63,9); (236,63,4); (242,63,4); (250,63,4); (284,63,7); (376,63,8); (418,63,6); (477,63,9); (602,63,7); (608,63,5); (635,63,3); (731,63,8); (865,63,7); (988,63,5); (997,63,4); (9,64,9); (37,64,9); (48,64,6); (91,64,3); (135,64,4); (191,64,5); (210,64,6); (434,64,6); (653,64,4); (694,64,7); (795,64,7); (7,65,3); (77,65,8); (134,65,9); (253,65,7); (348,65,6); (378,65,8); (506,65,5); (566,65,5); (568,65,7); (768,65,8); (784,65,5); (876,65,4); (918,65,8); (923,65,9); (947,65,7); (952,65,9); (65,66,6); (71,66,9); (291,66,5); (362,66,4); (381,66,6); (395,66,6); (407,66,8); (486,66,7); (713,66,6); (984,66,7); (141,67,6); (167,67,7); (226,67,5); (248,67,5); (406,67,6); (475,67,7); (510,67,5); (544,67,5); (546,67,3); (587,67,9); (676,67,4); (743,67,9); (842,67,4); (950,67,5); (962,67,5); (991,67,7); (1000,67,9); (63,68,8); (103,68,5); (105,68,5); (168,68,8); (268,68,9); (282,68,6); (436,68,3); (453,68,8); (483,68,6); (603,68,6); (619,68,5); (688,68,7); (748,68,3); (764,68,6); (932,68,9); (942,68,6); (46,69,7); (64,69,4); (130,69,7); (145,69,6); (364,69,3); (391,69,3); (422,69,7); (621,69,3); (880,69,4); (944,69,4); (949,69,3); (55,70,7); (266,70,3); (402,70,6); (659,70,6); (682,70,7); (700,70,8); (779,70,6); (913,70,9); (995,70,9); (998,70,8); (19,71,9); (150,71,4); (182,71,4); (508,71,9); (662,71,8); (683,71,6); (792,71,8); (858,71,8); (95,72,5); (160,72,7); (192,72,5); (398,72,5); (462,72,5); (500,72,4); (569,72,5); (596,72,6); (648,72,7); (758,72,5); (890,72,4); (948,72,5); (249,73,3); (390,73,4); (491,73,4); (539,73,9); (547,73,7); (704,73,6); (718,73,5); (15,74,6); (100,74,9); (494,74,3); (495,74,5); (525,74,8); (556,74,6); (772,74,6); (788,74,6); (805,74,4); (814,74,6); (39,75,7); (87,75,3); (161,75,4); (289,75,9); (333,75,9); (541,75,5); (575,75,7); (600,75,9); (616,75,7); (711,75,4); (824,75,3); (976,75,4); (83,76,8); (122,76,7); (231,76,7); (234,76,3); (404,76,5); (584,76,7); (630,76,4); (745,76,3); (821,76,3); (829,76,4); (841,76,3); (12,77,5); (225,77,3); (290,77,6); (320,77,7); (365,77,3); (503,77,7); (517,77,3); (535,77,6); (543,77,5); (729,77,9); (874,77,6); (86,78,3); (104,78,5); (244,78,7); (325,78,7); (559,78,3); (573,78,3); (733,78,6); (848,78,5); (906,78,8); (930,78,7); (986,78,8); (66,79,9); (308,79,8); (380,79,4); (626,79,7); (856,79,6); (916,79,7); (8,80,7); (76,80,4); (194,80,4); (394,80,7); (471,80,7); (558,80,4); (615,80,3); (660,80,5); (666,80,7); (754,80,6); (960,80,9); (963,80,6); (68,81,4); (128,81,6); (189,81,3); (196,81,9); (246,81,3); (397,81,8); (520,81,7); (524,81,8); (567,81,3); (663,81,5); (684,81,8); (861,81,7); (863,81,9); (889,81,6); (933,81,5); (179,82,8); (345,82,8); (356,82,7); (444,82,6); (562,82,3); (592,82,5); (633,82,9); (639,82,8); (689,82,3); (934,82,5); (987,82,3); (41,83,5); (56,83,4); (123,83,5); (256,83,7); (312,83,5); (336,83,3); (431,83,8); (526,83,9); (589,83,8); (730,83,7); (786,83,3); (845,83,5); (895,83,6); (904,83,6); (917,83,9); (368,84,6); (385,84,7); (420,84,6); (509,84,8); (516,84,8); (625,84,5); (658,84,5); (732,84,7); (736,84,7); (853,84,5); (866,84,6); (57,85,8); (81,85,5); (96,85,4); (265,85,4); (277,85,3); (293,85,4); (297,85,5); (363,85,7); (382,85,7); (533,85,4); (565,85,8); (595,85,7); (775,85,4); (981,85,5); (993,85,9); (38,86,7); (44,86,6); (152,86,5); (183,86,7); (215,86,9); (261,86,8); (287,86,9); (474,86,8); (490,86,6); (693,86,8); (706,86,5); (769,86,6); (789,86,9); (816,86,7); (147,87,4); (149,87,5); (428,87,4); (540,87,9); (650,87,4); (667,87,7); (679,87,5); (695,87,8); (720,87,5); (785,87,3); (43,88,9); (49,88,9); (73,88,7); (315,88,6); (414,88,6); (532,88,4); (554,88,5); (611,88,3); (762,88,9); (920,88,6); (964,88,4); (45,89,5); (117,89,4); (316,89,4); (335,89,4); (498,89,6); (505,89,9); (746,89,8); (838,89,4); (846,89,5); (896,89,5); (978,89,7); (979,89,4); (18,90,7); (20,90,4); (159,90,7); (269,90,8); (637,90,6); (765,90,4); (815,90,4); (905,90,3); (929,90,6); (27,91,3); (59,91,9); (78,91,6); (222,91,4); (223,91,8); (372,91,3); (527,91,3); (714,91,3); (800,91,6); (881,91,3); (894,91,9); (164,92,7); (613,92,6); (623,92,4); (919,92,3); (209,93,5); (224,93,4); (264,93,6); (299,93,4); (427,93,8); (456,93,4); (457,93,3); (485,93,7); (534,93,7); (572,93,7); (622,93,5); (747,93,4); (808,93,5); (859,93,9); (927,93,3); (931,93,5); (74,94,6); (143,94,9); (154,94,9); (311,94,5); (350,94,4); (701,94,8); (850,94,6); (914,94,3); (958,94,8); (61,95,9); (273,95,8); (423,95,9); (155,96,7); (165,96,4); (214,96,6); (251,96,7); (306,96,4); (392,96,7); (473,96,4); (588,96,4); (594,96,4); (669,96,7); (675,96,5); (692,96,4); (716,96,5); (925,96,8); (5,97,5); (17,97,5); (79,97,9); (138,97,8); (200,97,8); (283,97,3); (319,97,3); (328,97,7); (329,97,4); (424,97,4); (449,97,6); (550,97,8); (849,97,8); (983,97,9); (201,98,8); (307,98,4); (400,98,4); (416,98,7); (586,98,8); (598,98,9); (604,98,3); (673,98,7); (873,98,4); (992,98,5); (153,99,3); (187,99,7); (207,99,5); (373,99,4); (384,99,4); (564,99,7); (585,99,4); (624,99,7); (782,99,4); (790,99,4); (85,100,8); (298,100,8); (514,100,9); (607,100,6); (672,100,9); (722,100,9); (836,100,5); (887,100,7); 
Queue 1: closed
Queue 2: closed
Queue 3: closed
Queue 4: closed
Queue 5: closed
Queue 6: closed
Queue 7: closed
Queue 8: closed
